                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8103,                  4.186,                 1.8581,                 0.0002,                0.04167,                0.00141,                0.00028,                 2.8426,                  6.073,                 2.5634,              0.0001625,              0.0001625,              0.0001625
                      2,                 1.5593,                 3.5929,                 1.5889,                 0.0007,                0.14881,                0.05753,                0.02356,                 2.2465,                 5.3606,                 2.1872,             0.00030409,             0.00030409,             0.00030409
